Airline,Source,Destination,Total_Stops,Month_of_Journey,Day_of_Journey,Duration_in_minute,Price
IndiGo,Delhi,Cochin,1 stop,1,6,560,6442
Jet Airways,Delhi,Cochin,1 stop,3,6,1415,10262
IndiGo,Kolkata,Banglore,non-stop,3,5,155,4804
Jet Airways,Mumbai,Hyderabad,non-stop,6,6,85,4050
IndiGo,Delhi,Cochin,1 stop,6,15,515,6442
Jet Airways,Kolkata,Banglore,1 stop,9,6,1745,12692
IndiGo,Chennai,Kolkata,non-stop,6,21,140,5277
Air Asia,Kolkata,Banglore,non-stop,4,27,150,4409
Jet Airways,Banglore,New Delhi,1 stop,3,15,625,9134
IndiGo,Delhi,Cochin,1 stop,3,27,300,6827
Air India,Delhi,Cochin,2 stops,5,21,1395,10861
Air India,Kolkata,Banglore,1 stop,9,5,625,10203
Air India,Delhi,Cochin,2 stops,1,6,1210,10467
Multiple carriers,Delhi,Cochin,2 stops,3,21,485,6653
Air India,Banglore,New Delhi,1 stop,3,3,1405,10394
IndiGo,Chennai,Kolkata,non-stop,1,6,140,3597
SpiceJet,Kolkata,Banglore,non-stop,4,27,150,4174
IndiGo,Chennai,Kolkata,non-stop,6,6,140,3597
Air India,Delhi,Cochin,2 stops,6,6,1380,13591
Air India,Banglore,New Delhi,1 stop,9,3,1520,8425
Air India,Banglore,New Delhi,1 stop,3,3,1475,6781
Air India,Delhi,Cochin,2 stops,3,3,1820,21571
GoAir,Delhi,Cochin,1 stop,3,3,350,6112
IndiGo,Mumbai,Hyderabad,non-stop,12,5,90,2227
Air India,Kolkata,Banglore,2 stops,5,21,765,12324
Air India,Kolkata,Banglore,2 stops,12,6,805,14960
Vistara,Banglore,Delhi,non-stop,5,21,155,4878
IndiGo,Kolkata,Banglore,non-stop,6,21,155,4804
GoAir,Banglore,New Delhi,non-stop,3,24,175,3898
IndiGo,Banglore,Delhi,non-stop,1,6,170,4077
Jet Airways,Kolkata,Banglore,1 stop,5,24,685,14571
Air India,Kolkata,Banglore,2 stops,12,5,1195,10676
Jet Airways,Delhi,Cochin,2 stops,6,15,830,10919
Jet Airways,Mumbai,Hyderabad,non-stop,3,21,90,2228
Air India,Delhi,Cochin,2 stops,5,27,1380,13381
Air India,Banglore,Delhi,non-stop,1,4,170,5911
Multiple carriers,Delhi,Cochin,1 stop,6,3,665,15136
Air India,Banglore,Delhi,non-stop,9,6,170,5228
IndiGo,Delhi,Cochin,1 stop,6,6,835,6442
Jet Airways,Delhi,Cochin,1 stop,9,3,1385,14053
IndiGo,Banglore,Delhi,non-stop,4,21,175,4823
Air India,Delhi,Cochin,2 stops,5,21,1545,11911
Jet Airways,Mumbai,Hyderabad,non-stop,3,15,90,2470
SpiceJet,Delhi,Cochin,1 stop,9,3,310,8382
Jet Airways,Kolkata,Banglore,1 stop,1,5,1215,13941
Multiple carriers,Delhi,Cochin,1 stop,12,6,765,9646
IndiGo,Banglore,Delhi,non-stop,4,27,165,4423
Jet Airways,Delhi,Cochin,2 stops,1,6,535,10368
IndiGo,Delhi,Cochin,1 stop,5,21,750,7318
Multiple carriers,Delhi,Cochin,1 stop,5,21,420,14067
IndiGo,Banglore,Delhi,non-stop,4,24,170,4423
Air India,Delhi,Cochin,2 stops,6,3,1305,11552
Jet Airways,Kolkata,Banglore,1 stop,9,6,330,14571
Jet Airways,Banglore,New Delhi,1 stop,3,15,460,27210
Air India,Kolkata,Banglore,2 stops,6,5,1200,17732
Vistara,Banglore,Delhi,non-stop,5,21,160,4668
Air India,Kolkata,Banglore,1 stop,5,24,675,7662
Jet Airways,Mumbai,Hyderabad,non-stop,1,4,90,5678
Jet Airways,Banglore,Delhi,non-stop,6,15,185,8016
Air India,Mumbai,Hyderabad,non-stop,6,15,75,3100
Jet Airways,Delhi,Cochin,1 stop,1,6,1530,14714
IndiGo,Delhi,Cochin,1 stop,5,27,560,6674
SpiceJet,Banglore,Delhi,non-stop,6,15,175,3919
IndiGo,Delhi,Cochin,1 stop,12,6,895,6442
IndiGo,Chennai,Kolkata,non-stop,6,18,140,3597
Multiple carriers,Delhi,Cochin,1 stop,9,3,740,18228
Jet Airways,Delhi,Cochin,2 stops,12,6,440,15812
Jet Airways,Kolkata,Banglore,1 stop,9,6,1495,10844
Air India,Chennai,Kolkata,non-stop,6,15,135,4667
Air India,Mumbai,Hyderabad,non-stop,5,18,80,3100
Multiple carriers,Delhi,Cochin,1 stop,6,3,835,17267
Air India,Delhi,Cochin,1 stop,3,3,1010,13002
Jet Airways,Mumbai,Hyderabad,non-stop,6,5,85,3210
Air India,Kolkata,Banglore,2 stops,5,18,725,12534
Jet Airways,Banglore,New Delhi,1 stop,3,21,280,7280
Jet Airways,Kolkata,Banglore,1 stop,3,24,1025,11134
Multiple carriers,Delhi,Cochin,1 stop,5,21,930,7888
Jet Airways,Delhi,Cochin,2 stops,6,15,1025,13014
Air Asia,Banglore,Delhi,non-stop,6,4,165,3383
Air India,Mumbai,Hyderabad,non-stop,12,6,80,3100
SpiceJet,Banglore,Delhi,non-stop,12,6,170,4319
Air India,Delhi,Cochin,2 stops,12,6,1820,12436
Multiple carriers,Delhi,Cochin,1 stop,5,21,660,10197
IndiGo,Delhi,Cochin,non-stop,3,3,195,7673
Air India,Mumbai,Hyderabad,non-stop,5,24,80,3100
IndiGo,Delhi,Cochin,1 stop,9,6,895,6104
Jet Airways,Mumbai,Hyderabad,non-stop,5,21,90,8040
SpiceJet,Kolkata,Banglore,non-stop,4,15,150,3841
Air India,Delhi,Cochin,2 stops,5,15,1600,11281
IndiGo,Mumbai,Hyderabad,non-stop,5,21,90,2754
Air India,Delhi,Cochin,2 stops,3,6,435,8603
IndiGo,Delhi,Cochin,1 stop,9,5,290,6147
IndiGo,Banglore,Delhi,non-stop,6,24,165,3943
Jet Airways,Banglore,Delhi,non-stop,6,4,180,7229
IndiGo,Kolkata,Banglore,non-stop,9,6,155,4804
Vistara,Kolkata,Banglore,1 stop,9,5,1555,9187
IndiGo,Banglore,Delhi,non-stop,6,24,180,4823
Jet Airways,Banglore,Delhi,non-stop,3,6,165,5769
IndiGo,Banglore,New Delhi,non-stop,3,24,175,6144
Air India,Kolkata,Banglore,1 stop,5,18,1515,7662
Jet Airways,Delhi,Cochin,2 stops,3,21,1420,10929
IndiGo,Delhi,Cochin,1 stop,6,24,275,5054
Multiple carriers,Delhi,Cochin,1 stop,12,6,560,7005
Jet Airways,Kolkata,Banglore,1 stop,6,5,775,7757
Jet Airways,Banglore,New Delhi,1 stop,3,18,780,12284
Air India,Delhi,Cochin,2 stops,12,6,1380,13381
SpiceJet,Mumbai,Hyderabad,non-stop,3,21,85,1759
Multiple carriers,Delhi,Cochin,1 stop,6,3,665,17057
Multiple carriers,Delhi,Cochin,1 stop,3,21,695,13542
IndiGo,Mumbai,Hyderabad,non-stop,1,6,90,2227
IndiGo,Kolkata,Banglore,1 stop,9,4,275,4860
Air India,Kolkata,Banglore,2 stops,1,4,1045,11516
Jet Airways,Delhi,Cochin,1 stop,3,6,450,14714
Jet Airways,Delhi,Cochin,1 stop,9,5,540,15554
Air India,Delhi,Cochin,2 stops,6,15,1395,11071
Jet Airways,Delhi,Cochin,2 stops,6,27,910,11507
Multiple carriers,Delhi,Cochin,1 stop,6,27,640,6480
Jet Airways,Kolkata,Banglore,1 stop,5,21,750,13067
Jet Airways,Kolkata,Banglore,1 stop,9,5,945,13941
Air India,Banglore,New Delhi,1 stop,3,15,1490,7013
IndiGo,Chennai,Kolkata,non-stop,9,5,140,3597
IndiGo,Banglore,Delhi,non-stop,6,18,170,3943
SpiceJet,Kolkata,Banglore,non-stop,5,18,155,3841
Jet Airways,Mumbai,Hyderabad,non-stop,6,5,90,8040
Multiple carriers,Delhi,Cochin,1 stop,6,24,390,7198
Jet Airways,Delhi,Cochin,1 stop,5,21,1415,12898
IndiGo,Banglore,Delhi,non-stop,9,4,170,4591
Air India,Banglore,Delhi,non-stop,4,27,170,5228
Air India,Delhi,Cochin,1 stop,5,18,765,7480
GoAir,Kolkata,Banglore,1 stop,5,24,495,7335
SpiceJet,Kolkata,Banglore,non-stop,6,18,145,3841
Jet Airways,Kolkata,Banglore,1 stop,1,4,1495,12681
Air India,Mumbai,Hyderabad,2 stops,6,3,1795,14219
Jet Airways,Kolkata,Banglore,1 stop,5,21,435,5608
Jet Airways,Delhi,Cochin,1 stop,6,15,1655,10262
IndiGo,Kolkata,Banglore,non-stop,3,3,155,6985
Jet Airways,Kolkata,Banglore,1 stop,1,4,1720,12681
Jet Airways,Delhi,Cochin,1 stop,5,27,395,16079
Jet Airways,Kolkata,Banglore,1 stop,6,5,590,10844
Jet Airways,Banglore,New Delhi,1 stop,12,3,340,13817
Multiple carriers,Delhi,Cochin,3 stops,12,6,835,15419
Jet Airways,Delhi,Cochin,1 stop,9,3,395,15029
Jet Airways,Kolkata,Banglore,1 stop,6,5,960,9663
IndiGo,Mumbai,Hyderabad,non-stop,1,3,90,13999
Multiple carriers,Delhi,Cochin,2 stops,9,3,465,23583
Jet Airways,Delhi,Cochin,2 stops,6,15,1320,10919
Jet Airways,Kolkata,Banglore,1 stop,12,5,1520,14151
Air India,Banglore,New Delhi,2 stops,3,18,1705,11234
IndiGo,Delhi,Cochin,1 stop,3,3,320,9304
Air India,Delhi,Cochin,2 stops,6,6,1275,10441
Jet Airways,Delhi,Cochin,2 stops,9,4,810,10909
Air Asia,Kolkata,Banglore,1 stop,1,5,955,5192
Jet Airways,Banglore,Delhi,non-stop,4,18,185,7229
IndiGo,Kolkata,Banglore,1 stop,1,5,240,4226
Multiple carriers,Delhi,Cochin,1 stop,3,3,700,17057
Air India,Kolkata,Banglore,2 stops,1,5,535,8366
Jet Airways,Kolkata,Banglore,1 stop,9,5,1080,11467
Jet Airways,Delhi,Cochin,1 stop,1,6,330,12898
IndiGo,Banglore,Delhi,non-stop,6,18,170,3419
Multiple carriers,Delhi,Cochin,1 stop,6,3,795,17057
Jet Airways,Banglore,New Delhi,1 stop,6,3,325,22270
Jet Airways,Banglore,New Delhi,1 stop,9,3,340,11087
Jet Airways,Delhi,Cochin,1 stop,6,24,520,10262
Jet Airways,Mumbai,Hyderabad,non-stop,6,15,90,4050
Jet Airways,Banglore,New Delhi,1 stop,6,3,375,19225
Air Asia,Kolkata,Banglore,non-stop,5,27,150,3807
Air India,Delhi,Cochin,1 stop,6,15,570,8907
IndiGo,Delhi,Cochin,1 stop,6,24,380,6412
Jet Airways,Delhi,Cochin,2 stops,1,6,1615,13014
Multiple carriers,Delhi,Cochin,1 stop,3,3,890,15237
Air India,Delhi,Cochin,2 stops,3,3,1410,12856
Air India,Delhi,Cochin,1 stop,9,3,915,11050
Vistara,Kolkata,Banglore,1 stop,6,5,385,8085
Air India,Kolkata,Banglore,2 stops,9,6,1210,11642
Multiple carriers,Delhi,Cochin,1 stop,5,27,600,10407
Air India,Delhi,Cochin,2 stops,1,6,1275,10441
SpiceJet,Delhi,Cochin,1 stop,9,5,270,4760
Jet Airways,Kolkata,Banglore,1 stop,1,5,1295,9314
IndiGo,Delhi,Cochin,1 stop,1,6,965,6314
Air India,Kolkata,Banglore,non-stop,3,6,155,4145
Jet Airways,Delhi,Cochin,1 stop,5,27,655,12898
Jet Airways,Kolkata,Banglore,1 stop,5,21,690,14151
Jet Airways,Kolkata,Banglore,1 stop,1,4,1520,11467
Jet Airways,Delhi,Cochin,1 stop,5,27,450,12898
Air India,Banglore,New Delhi,1 stop,1,3,1730,17198
Jet Airways,Banglore,New Delhi,1 stop,1,3,375,27992
Jet Airways,Delhi,Cochin,1 stop,3,6,335,10262
SpiceJet,Banglore,Delhi,non-stop,6,6,175,3311
IndiGo,Delhi,Cochin,1 stop,9,6,345,6195
Jet Airways,Delhi,Cochin,2 stops,12,6,810,13014
Multiple carriers,Delhi,Cochin,1 stop,6,24,555,8018
SpiceJet,Chennai,Kolkata,non-stop,5,21,135,3597
Jet Airways,Kolkata,Banglore,1 stop,12,5,845,8586
Multiple carriers,Delhi,Cochin,1 stop,6,24,440,10791
Multiple carriers Premium economy,Delhi,Cochin,1 stop,3,21,900,9845
Air Asia,Banglore,Delhi,non-stop,6,24,165,3383
Jet Airways,Kolkata,Banglore,1 stop,1,5,1090,13941
Jet Airways,Delhi,Cochin,2 stops,12,6,970,14300
Air India,Kolkata,Banglore,2 stops,1,5,1665,15164
Vistara,Mumbai,Hyderabad,1 stop,6,3,1555,12395
Jet Airways,Delhi,Cochin,1 stop,9,6,335,10262
IndiGo,Banglore,Delhi,non-stop,6,5,180,3943
Air India,Kolkata,Banglore,2 stops,5,18,805,15957
SpiceJet,Banglore,Delhi,non-stop,5,27,170,3625
Air India,Delhi,Cochin,1 stop,4,27,1535,6587
Jet Airways,Delhi,Cochin,1 stop,3,6,1530,10262
Jet Airways,Kolkata,Banglore,1 stop,1,5,1005,11467
Air India,Kolkata,Banglore,2 stops,5,24,590,9941
Multiple carriers,Delhi,Cochin,1 stop,5,15,660,8073
SpiceJet,Mumbai,Hyderabad,non-stop,9,6,90,2753
Vistara,Delhi,Cochin,non-stop,4,18,190,6216
Jet Airways,Delhi,Cochin,1 stop,3,21,1570,7438
Air Asia,Banglore,Delhi,non-stop,5,24,165,3383
SpiceJet,Kolkata,Banglore,non-stop,3,27,150,3847
Jet Airways,Kolkata,Banglore,1 stop,5,18,845,10844
Air India,Kolkata,Banglore,1 stop,5,21,1515,7662
SpiceJet,Kolkata,Banglore,non-stop,4,21,155,4174
Multiple carriers,Delhi,Cochin,1 stop,5,15,480,13727
Air Asia,Kolkata,Banglore,1 stop,3,24,710,6785
IndiGo,Chennai,Kolkata,non-stop,1,6,140,3597
IndiGo,Kolkata,Banglore,1 stop,6,5,265,3809
Air India,Kolkata,Banglore,2 stops,5,21,1255,13484
Air India,Banglore,New Delhi,non-stop,3,18,170,4441
IndiGo,Banglore,Delhi,non-stop,6,24,175,4823
SpiceJet,Banglore,Delhi,non-stop,1,6,170,3971
Jet Airways,Banglore,Delhi,non-stop,5,15,175,3502
Jet Airways,Delhi,Cochin,1 stop,9,6,550,10577
IndiGo,Delhi,Cochin,2 stops,6,3,880,6610
Jet Airways,Banglore,New Delhi,1 stop,6,3,1355,17471
Air India,Kolkata,Banglore,2 stops,9,5,1700,11542
Air India,Delhi,Cochin,1 stop,5,15,705,10671
IndiGo,Banglore,New Delhi,non-stop,3,24,165,4777
Jet Airways,Banglore,Delhi,non-stop,6,18,175,8016
Jet Airways,Kolkata,Banglore,1 stop,6,5,1430,13941
IndiGo,Delhi,Cochin,1 stop,4,24,300,5065
Air India,Delhi,Cochin,1 stop,12,6,965,7480
IndiGo,Banglore,New Delhi,non-stop,3,15,170,8855
Vistara,Kolkata,Banglore,1 stop,5,15,1640,8610
Jet Airways,Kolkata,Banglore,1 stop,3,24,775,12446
Air India,Banglore,New Delhi,1 stop,3,15,500,9166
Air India,Delhi,Cochin,1 stop,12,6,1350,8991
SpiceJet,Chennai,Kolkata,non-stop,3,18,140,3384
Vistara,Kolkata,Banglore,1 stop,6,5,700,8610
Air India,Delhi,Cochin,2 stops,3,27,1305,8665
Air India,Kolkata,Banglore,1 stop,6,6,1100,8366
Air India,Kolkata,Banglore,2 stops,1,4,590,9258
SpiceJet,Kolkata,Banglore,non-stop,12,6,155,3873
IndiGo,Kolkata,Banglore,non-stop,9,4,150,4174
Jet Airways,Banglore,New Delhi,1 stop,3,18,280,12284
Jet Airways,Banglore,New Delhi,1 stop,1,3,745,27992
Jet Airways,Delhi,Cochin,1 stop,9,5,1485,15554
Jet Airways,Delhi,Cochin,1 stop,9,5,1680,12373
Jet Airways,Kolkata,Banglore,1 stop,5,18,775,8586
IndiGo,Delhi,Cochin,1 stop,6,27,665,6442
Jet Airways,Kolkata,Banglore,1 stop,5,18,750,10844
Jet Airways,Mumbai,Hyderabad,non-stop,6,15,85,5678
Jet Airways,Delhi,Cochin,2 stops,6,24,1025,10368
Jet Airways,Banglore,New Delhi,1 stop,3,18,495,12284
Air India,Delhi,Cochin,1 stop,5,15,1255,7480
Multiple carriers,Delhi,Cochin,1 stop,6,6,640,7005
Air India,Banglore,New Delhi,1 stop,3,21,1265,5092
IndiGo,Delhi,Cochin,non-stop,4,27,195,5021
Air India,Banglore,Delhi,non-stop,6,18,165,6961
Multiple carriers,Delhi,Cochin,1 stop,1,6,630,10261
Jet Airways,Delhi,Cochin,1 stop,12,6,885,10262
IndiGo,Delhi,Cochin,non-stop,6,6,195,5601
IndiGo,Mumbai,Hyderabad,non-stop,12,6,90,4049
IndiGo,Banglore,New Delhi,non-stop,3,21,165,4777
IndiGo,Delhi,Cochin,1 stop,5,27,300,5054
Jet Airways,Kolkata,Banglore,1 stop,5,21,590,10844
Multiple carriers,Delhi,Cochin,1 stop,6,27,630,11200
Jet Airways,Delhi,Cochin,1 stop,5,27,450,16079
Air India,Banglore,New Delhi,non-stop,3,3,165,7591
IndiGo,Delhi,Cochin,1 stop,6,3,420,14871
Jet Airways,Banglore,Delhi,non-stop,1,6,175,7229
SpiceJet,Kolkata,Banglore,non-stop,4,15,140,3841
IndiGo,Kolkata,Banglore,non-stop,6,5,155,4804
IndiGo,Mumbai,Hyderabad,non-stop,6,21,90,4049
Jet Airways,Banglore,New Delhi,1 stop,6,3,740,16736
Jet Airways,Delhi,Cochin,2 stops,3,21,1995,10929
Jet Airways,Kolkata,Banglore,1 stop,6,6,1025,10844
Air Asia,Kolkata,Banglore,1 stop,12,5,720,5192
IndiGo,Delhi,Cochin,1 stop,3,6,845,5883
Jet Airways,Delhi,Cochin,2 stops,6,24,505,14300
Jet Airways,Banglore,Delhi,non-stop,3,4,180,4544
Jet Airways,Delhi,Cochin,2 stops,3,21,800,11702
IndiGo,Delhi,Cochin,non-stop,5,27,195,5601
IndiGo,Banglore,Delhi,non-stop,12,6,175,3419
SpiceJet,Banglore,Delhi,non-stop,5,21,175,3625
Air India,Delhi,Cochin,3 stops,6,15,1585,10493
Air India,Delhi,Cochin,2 stops,12,6,1485,12488
Air India,Kolkata,Banglore,2 stops,3,24,1365,15187
Air India,Delhi,Cochin,2 stops,12,6,1245,11753
Jet Airways,Delhi,Cochin,2 stops,1,6,1320,10919
Multiple carriers,Delhi,Cochin,1 stop,5,24,480,14067
Jet Airways,Banglore,New Delhi,non-stop,3,24,175,7229
Jet Airways,Delhi,Cochin,1 stop,3,27,1110,6540
Jet Airways,Kolkata,Banglore,1 stop,5,15,505,12384
Jet Airways,Kolkata,Banglore,1 stop,5,15,800,9663
Jet Airways,Banglore,Delhi,non-stop,5,18,180,7229
IndiGo,Kolkata,Banglore,non-stop,4,27,150,4804
Jet Airways,Mumbai,Hyderabad,non-stop,12,6,85,4995
Vistara,Banglore,Delhi,non-stop,6,4,155,5613
Air India,Delhi,Cochin,1 stop,12,6,615,8372
Jet Airways,Kolkata,Banglore,1 stop,5,18,1640,10844
Air India,Mumbai,Hyderabad,1 stop,6,3,780,9535
Jet Airways,Delhi,Cochin,2 stops,6,24,1130,13292
Multiple carriers,Delhi,Cochin,1 stop,5,27,490,7005
Multiple carriers,Delhi,Cochin,1 stop,3,27,455,6673
Jet Airways,Delhi,Cochin,1 stop,6,15,1325,10262
Vistara,Delhi,Cochin,non-stop,6,6,190,6216
Multiple carriers,Delhi,Cochin,1 stop,12,6,780,13797
Jet Airways,Kolkata,Banglore,1 stop,6,6,1215,13731
Jet Airways,Delhi,Cochin,2 stops,9,6,535,10368
Air India,Delhi,Cochin,2 stops,9,3,1305,11762
Multiple carriers,Delhi,Cochin,1 stop,9,4,465,8535
Air India,Delhi,Cochin,2 stops,5,18,1275,10441
Jet Airways,Kolkata,Banglore,1 stop,12,6,800,10539
Jet Airways,Delhi,Cochin,2 stops,5,21,425,15544
Air Asia,Delhi,Cochin,1 stop,1,6,340,11410
Jet Airways,Banglore,Delhi,non-stop,6,27,185,8016
Air India,Delhi,Cochin,1 stop,5,18,1360,8372
SpiceJet,Kolkata,Banglore,non-stop,9,4,140,3841
Jet Airways,Delhi,Cochin,2 stops,6,24,1760,12819
IndiGo,Banglore,Delhi,non-stop,12,4,170,6906
Air India,Delhi,Cochin,2 stops,9,3,1395,16111
IndiGo,Banglore,New Delhi,non-stop,3,24,175,6144
Vistara,Delhi,Cochin,non-stop,3,6,190,6216
SpiceJet,Banglore,New Delhi,non-stop,3,3,175,6860
Jet Airways,Banglore,Delhi,non-stop,12,6,165,8016
Jet Airways,Kolkata,Banglore,1 stop,1,5,1495,9663
GoAir,Delhi,Cochin,1 stop,3,6,540,4959
Jet Airways,Kolkata,Banglore,1 stop,1,5,1080,11467
Jet Airways,Banglore,New Delhi,1 stop,3,18,375,13555
IndiGo,Kolkata,Banglore,non-stop,5,15,155,4804
IndiGo,Delhi,Cochin,1 stop,6,3,515,7094
Jet Airways,Kolkata,Banglore,1 stop,6,6,800,14571
Multiple carriers,Delhi,Cochin,1 stop,3,6,615,6795
IndiGo,Banglore,Delhi,non-stop,1,5,175,4823
Multiple carriers,Delhi,Cochin,1 stop,5,21,835,9930
IndiGo,Banglore,Delhi,non-stop,6,5,175,4823
Jet Airways,Delhi,Cochin,1 stop,9,6,600,14714
Jet Airways,Mumbai,Hyderabad,non-stop,5,27,90,8040
Jet Airways,Delhi,Cochin,2 stops,5,21,560,13029
Multiple carriers,Delhi,Cochin,1 stop,12,6,555,14848
Jet Airways,Mumbai,Hyderabad,non-stop,5,27,85,5678
Multiple carriers,Delhi,Cochin,2 stops,6,6,625,15965
Jet Airways,Kolkata,Banglore,1 stop,12,6,1550,8529
Air India,Kolkata,Banglore,2 stops,5,21,1610,11222
IndiGo,Delhi,Cochin,1 stop,3,21,635,7006
Multiple carriers,Delhi,Cochin,1 stop,5,27,540,12507
Jet Airways,Banglore,Delhi,non-stop,6,18,180,8016
Air India,Delhi,Cochin,1 stop,5,18,1590,8907
Air India,Banglore,New Delhi,2 stops,3,3,2420,11791
Vistara,Banglore,Delhi,non-stop,6,5,160,4668
Air Asia,Kolkata,Banglore,non-stop,3,4,155,4107
Jet Airways,Banglore,New Delhi,1 stop,3,21,1365,7412
IndiGo,Kolkata,Banglore,1 stop,5,18,290,4775
Jet Airways,Delhi,Cochin,1 stop,5,27,885,12898
Jet Airways,Delhi,Cochin,1 stop,6,27,715,10262
Multiple carriers,Delhi,Cochin,1 stop,6,6,780,13587
IndiGo,Mumbai,Hyderabad,non-stop,5,18,90,2754
SpiceJet,Banglore,Delhi,non-stop,6,18,160,3625
IndiGo,Banglore,Delhi,non-stop,4,15,175,4284
Multiple carriers,Delhi,Cochin,1 stop,9,4,665,6601
Jet Airways,Delhi,Cochin,2 stops,9,5,440,21219
IndiGo,Kolkata,Banglore,1 stop,4,15,315,4775
IndiGo,Kolkata,Banglore,non-stop,9,6,150,5224
Jet Airways,Kolkata,Banglore,1 stop,5,18,1365,14151
Jet Airways,Kolkata,Banglore,1 stop,9,5,1480,13067
Air India,Kolkata,Banglore,3 stops,5,21,805,14960
Jet Airways,Delhi,Cochin,1 stop,9,6,1325,14924
Jet Airways,Kolkata,Banglore,1 stop,1,5,1365,11467
Jet Airways,Delhi,Cochin,1 stop,5,27,805,12898
Jet Airways,Delhi,Cochin,1 stop,1,6,1005,10262
IndiGo,Delhi,Cochin,1 stop,6,6,300,6069
IndiGo,Delhi,Cochin,1 stop,5,15,490,6412
Multiple carriers,Delhi,Cochin,1 stop,3,6,830,7530
Jet Airways,Kolkata,Banglore,1 stop,1,5,1570,11467
Jet Airways,Delhi,Cochin,non-stop,12,5,195,7202
Vistara,Delhi,Cochin,non-stop,5,15,190,6216
Jet Airways,Kolkata,Banglore,1 stop,1,4,690,10953
Jet Airways,Banglore,Delhi,non-stop,12,6,185,5769
Air India,Delhi,Cochin,2 stops,5,15,1245,12803
Jet Airways,Delhi,Cochin,1 stop,5,27,1040,12898
IndiGo,Delhi,Cochin,1 stop,6,15,295,7010
SpiceJet,Delhi,Cochin,1 stop,12,6,270,5158
Air India,Kolkata,Banglore,2 stops,5,18,1700,13222
IndiGo,Kolkata,Banglore,non-stop,6,15,150,4804
Air India,Kolkata,Banglore,2 stops,3,24,1100,13428
Jet Airways,Delhi,Cochin,1 stop,6,15,1210,10262
Jet Airways,Kolkata,Banglore,1 stop,6,5,575,13067
SpiceJet,Banglore,New Delhi,non-stop,9,3,170,5126
Multiple carriers,Delhi,Cochin,1 stop,9,6,930,13377
Jet Airways,Kolkata,Banglore,1 stop,9,6,570,14571
SpiceJet,Chennai,Kolkata,non-stop,3,24,155,3807
Air India,Banglore,New Delhi,2 stops,1,3,655,11213
Jet Airways,Delhi,Cochin,2 stops,5,21,1615,13029
IndiGo,Banglore,Delhi,non-stop,1,6,170,4823
Jet Airways,Delhi,Cochin,1 stop,6,24,395,10262
Jet Airways,Banglore,New Delhi,1 stop,3,18,900,13555
Jet Airways,Banglore,New Delhi,1 stop,3,24,805,7832
Jet Airways,Kolkata,Banglore,1 stop,6,5,585,13941
Vistara,Kolkata,Banglore,1 stop,5,24,975,9345
Multiple carriers,Delhi,Cochin,1 stop,5,27,570,6943
Jet Airways,Kolkata,Banglore,1 stop,9,6,1215,8586
IndiGo,Mumbai,Hyderabad,non-stop,6,3,85,4784
Jet Airways,Delhi,Cochin,2 stops,6,6,505,15318
Jet Airways,Kolkata,Banglore,1 stop,9,5,1215,13941
Jet Airways,Delhi,Cochin,1 stop,3,4,620,5177
SpiceJet,Mumbai,Hyderabad,non-stop,6,6,90,2017
Air India,Kolkata,Banglore,2 stops,5,24,1195,9416
Jet Airways,Delhi,Cochin,1 stop,12,6,1295,10262
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,90,3210
IndiGo,Mumbai,Hyderabad,non-stop,6,5,90,4049
Air India,Delhi,Cochin,2 stops,5,21,865,13039
Jet Airways,Kolkata,Banglore,1 stop,6,6,730,10844
Air India,Kolkata,Banglore,2 stops,12,5,1210,11642
Vistara,Kolkata,Banglore,1 stop,1,4,965,8662
Jet Airways,Kolkata,Banglore,1 stop,3,24,1610,10031
SpiceJet,Kolkata,Banglore,1 stop,9,5,520,6171
Jet Airways,Delhi,Cochin,2 stops,9,5,1620,14657
IndiGo,Chennai,Kolkata,non-stop,6,5,140,3597
Jet Airways,Kolkata,Banglore,1 stop,9,5,475,13941
IndiGo,Delhi,Cochin,1 stop,6,6,860,6093
Multiple carriers,Delhi,Cochin,1 stop,1,3,780,29528
Multiple carriers,Delhi,Cochin,1 stop,12,6,660,12192
IndiGo,Mumbai,Hyderabad,non-stop,6,5,90,2754
SpiceJet,Kolkata,Banglore,non-stop,5,27,140,3873
Jet Airways,Kolkata,Banglore,1 stop,12,6,1400,13044
Jet Airways,Banglore,New Delhi,1 stop,3,21,435,7832
Air India,Delhi,Cochin,1 stop,5,27,925,9719
Air India,Banglore,Delhi,non-stop,1,6,170,6961
IndiGo,Delhi,Cochin,1 stop,6,24,705,6838
Jet Airways,Delhi,Cochin,1 stop,3,27,800,12242
Air India,Kolkata,Banglore,2 stops,5,15,1200,14687
Vistara,Banglore,Delhi,non-stop,12,6,160,4668
Jet Airways,Delhi,Cochin,2 stops,5,27,535,13029
Multiple carriers,Delhi,Cochin,1 stop,3,6,910,6795
IndiGo,Banglore,Delhi,non-stop,4,27,170,4423
Air India,Delhi,Cochin,2 stops,6,27,1380,13591
IndiGo,Banglore,New Delhi,non-stop,3,3,175,8855
Air Asia,Banglore,Delhi,non-stop,9,5,170,4282
Jet Airways,Kolkata,Banglore,1 stop,5,24,740,14571
IndiGo,Delhi,Cochin,non-stop,3,4,195,4729
Jet Airways,Banglore,New Delhi,1 stop,3,21,520,7832
IndiGo,Delhi,Cochin,1 stop,1,6,895,6206
SpiceJet,Kolkata,Banglore,non-stop,5,18,150,4174
Air India,Delhi,Cochin,3 stops,6,24,1585,10493
